"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"
"8265"	"Frag: Ich möchte die Dessertkarte"	"8265.wav"	"the dessert menu please"	"the dessert menu please"	"correct"	"correct"
"8266"	"Frag: Trifle"	"8266.wav"	"i would like the trifle"	"i would like the trifle*z"	"correct"	"correct"
"8267"	"Frag: Ich möchte die Rechnung"	"8267.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"8268"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8268.wav"	"i would like to pay with the credit card"	"i would like to pay with the credit card"	"incorrect"	"correct"
"8269"	"Frag: Wo ist das British Museum?"	"8269.wav"	"where is the british museum"	"where is the british museum"	"correct"	"correct"
"8270"	"Frag: Wo ist Piccadilly Circus?"	"8270.wav"	"where is the piccadilly circus"	"where is the piccadilly*z circus"	"incorrect"	"correct"
"8271"	"Frag: Welcher Bus fährt dorthin?"	"8271.wav"	"which bus should i take"	"which bus should i take"	"correct"	"correct"
"8273"	"Sag: Mir geht es gut"	"8273.wav"	"i'm good"	"i'm good"	"correct"	"correct"
"8274"	"Frag: Stiefel"	"8274.wav"	"could i have some boots"	"could i have some boots"	"correct"	"correct"
"8275"	"Frag: blaue Stiefel"	"8275.wav"	"i would like blue boots"	"i would like blue sn*a boots"	"correct"	"correct"
"8276"	"Frag: blaue Stiefel"	"8276.wav"	"i would like blue boots"	"i would like blue boots"	"correct"	"correct"
"8277"	"Frag: blaue Stiefel"	"8277.wav"	"could i have blue boots"	"could i have blue boots"	"correct"	"correct"
"8278"	"Frag: Zimmer für 4 Nächte"	"8278.wav"	"i would like a room for four nights"	"i would like a room for four nigh*a nights*z"	"correct"	"correct"
"8281"	"Sag: Ich möchte mit Visa bezahlen"	"8281.wav"	"can i pay with visa"	"can i pay with visa*z visa"	"correct"	"correct"
"8282"	"Frag: Gibt es einen Lift?"	"8282.wav"	"do you have a lift"	"do you have a lift"	"correct"	"correct"
"8283"	"Frag: Wo ist der Lift?"	"8283.wav"	"where is the lift"	"wo*v ist*v der*v lift"	"incorrect"	"incorrect"
"8284"	"Frag: ein Ticket nach London"	"8284.wav"	"i want one ticket to london"	"i want*z one ticket to london"	"correct"	"correct"
"8285"	"Sag: Ich möchte nächste Woche abreisen"	"8285.wav"	"i want to leave to leave next week"	"i want*z to leave*z to leave next week"	"correct"	"correct"
"8286"	"Sag: Ich möchte nächste Woche abreisen"	"8286.wav"	"i would like to leave next week"	"i would*z like to leave next week"	"correct"	"correct"
"8287"	"Sag: Ich heisse Silvia"	"8287.wav"	"my name is silvia"	"my name is silvia"	"correct"	"correct"
"8288"	"Sag: Ich bin aus Spanien"	"8288.wav"	"i coming <unk>"	"i coming aus*v spänien*v"	"incorrect"	"incorrect"
"8289"	"Sag: Ich bin aus Spanien"	"8289.wav"	"i'm from spain"	"i'm from spain"	"correct"	"correct"
"8290"	"Sag: Ich heisse Thomas"	"8290.wav"	"my name is thomas"	"my name is thomas"	"correct"	"correct"
"8291"	"Sag: Ich bin aus Frankreich"	"8291.wav"	"i'm from franklin's not buy francs night"	"i'm from frankreich*v frankreich*v frankreich*v"	"incorrect"	"incorrect"
"8292"	"Sag: Ich bin aus Frankreich"	"8292.wav"	"i'm from french"	"i'm from french"	"incorrect"	"correct"
"8293"	"Sag: Die Hauptstadt von Frankreich ist Paris"	"8293.wav"	"the kip the capital of france is paris"	"the kip the capital*z of france is paris*z"	"correct"	"correct"
"8294"	"Sag: Ich habe 1 Schwester"	"8294.wav"	"i have one sister"	"i have*z one sister*z"	"correct"	"correct"
"8295"	"Sag: Ich gehe in die Ferien"	"8295.wav"	"i going on is berlin"	"i going on the ferien*v"	"incorrect"	"incorrect"
"8296"	"Sag: Dies ist mein Pass"	"8296.wav"	"this is my pass"	"this is my pass"	"incorrect"	"incorrect"
"8297"	"Frag: ein Ticket zum Green Park"	"8297.wav"	"i need a ticket to green park"	"i need a ticket to green park"	"correct"	"correct"
"8299"	"Sag: Ich möchte mit Postkarte bezahlen"	"8299.wav"	"i would like to pay by post card"	"i would*z like to pl*a pay by post card"	"correct"	"correct"
"8300"	"Sag: Ich möchte mit Postkarte bezahlen"	"8300.wav"	"i would like pay by post card"	"i would*z like pay by post card"	"incorrect"	"correct"
"8302"	"Frag: 4 Musical-Tickets"	"8302.wav"	"i would like to buy four musical tickets"	"i would*z like to buy*z four musical tickets"	"correct"	"correct"
"8303"	"Sag: Ich möchte am Donnerstagabend gehen"	"8303.wav"	"i would like to go on thursday evening"	"i would like to go on thursday evening*z"	"correct"	"correct"
"8304"	"Frag: 4 Tickets für König der Löwen"	"8304.wav"	"i want four tickets for the lion king"	"i want*z four tickets for the lion king"	"correct"	"correct"
"8305"	"Sag: Ich möchte in der vierten Reihe sitzen"	"8305.wav"	"i would like to sit in the fourth row"	"i would like to sit in the fourth row*z"	"correct"	"correct"
"8306"	"Frag: Tickets für die National Gallery"	"8306.wav"	"i would like tickets for the national gallery"	"i would l*a like tickets for the national gallery*z"	"correct"	"correct"
"8307"	"Frag: 3 Tickets"	"8307.wav"	"i would like three tickets"	"i would*z like three tickets"	"correct"	"correct"
"8308"	"Frag: ein Wasser ohne Kohlensäure"	"8308.wav"	"i would like a still water"	"i would like a still water*z"	"correct"	"correct"
"8309"	"Frag: den Sonntagsbraten"	"8309.wav"	"i would like the sunday roast"	"i would*z like the sunday roast"	"correct"	"correct"
"8310"	"Frag: meinen Sonntagsbraten durchgebraten"	"8310.wav"	"i would like my sunday row roast well done"	"i would*z like my sunday ro*a roast well*z done*z"	"correct"	"correct"
"8311"	"Frag: Bohnen"	"8311.wav"	"i would like some beans"	"i would*z like some beans"	"correct"	"correct"
"8312"	"Frag: Ich möchte die Dessertkarte"	"8312.wav"	"the dessert menu please"	"the dessert menu please"	"correct"	"correct"
"8313"	"Frag: Scones"	"8313.wav"	"i would like the scones"	"i would*z like the scones"	"correct"	"correct"
"8314"	"Frag: Ich möchte die Rechnung"	"8314.wav"	"i would like the check"	"i would*z like the check"	"correct"	"correct"
"8315"	"Sag: Ich möchte mit Visa bezahlen"	"8315.wav"	"can i pay with visa"	"can i pay visa"	"incorrect"	"correct"
"8316"	"Frag: Wo ist das British Museum?"	"8316.wav"	"who is the british museum"	"wo*v is the british museum*z"	"incorrect"	"incorrect"
"8317"	"Frag: Wo ist das London Eye?"	"8317.wav"	"who is the london eye"	"wo*z is the london*z eye*z"	"incorrect"	"incorrect"
"8318"	"Frag: Wo ist das London Eye?"	"8318.wav"	"where is the london eye"	"where is the london*z eye*z"	"correct"	"correct"
"8319"	"Frag: Welcher Bus fährt dorthin?"	"8319.wav"	"which bus goes there"	"which*z bus goes three"	"correct"	"correct"
"8320"	"Sag: Big Ben ist neben den Houses of Parliament"	"8320.wav"	"big ben is next to house the houses of parliament"	"big ben is the next to house the house of parliam*a"	"incorrect"	"correct"
"8321"	"Sag: Mir geht es gut"	"8321.wav"	"i'm good"	"i am good"	"correct"	"correct"
"8322"	"Frag: Stiefel"	"8322.wav"	"can i tee shirt"	"can i stiefel*v"	"incorrect"	"incorrect"
"8323"	"Frag: Stiefel"	"8323.wav"	"i would like some boots"	"i* would*z like some*z boots*z"	"incorrect"	"correct"
"8324"	"Frag: braune Stiefel"	"8324.wav"	"brown boots please"	"brown boots please"	"correct"	"correct"
"8325"	"Frag: Grösse 37"	"8325.wav"	"thirty-seven"	"thirty*z seven"	"correct"	"correct"
"8326"	"Frag: ein Hemd"	"8326.wav"	"can i please a m"	"can i please a hemd*v"	"incorrect"	"incorrect"
"8327"	"Frag: ein Hemd"	"8327.wav"	"i want a shirt"	"i want*z a shirt"	"correct"	"correct"
"8328"	"Frag: ein rotes Hemd"	"8328.wav"	"the red shirt"	"the red sh*a shirt"	"incorrect"	"incorrect"
"8329"	"Frag: ein rotes Hemd"	"8329.wav"	"a red shirt"	"a red shirt"	"correct"	"correct"
"8330"	"Frag: eine L"	"8330.wav"	"i'm a large"	"i'm a large"	"correct"	"correct"
"8331"	"Frag: Wie viel kostet das Hemd?"	"8331.wav"	"how much is the shirt"	"how much is the shirt"	"correct"	"correct"
"8332"	"Sag: Dies ist zu teuer"	"8332.wav"	"it is too expensive"	"it's is too e*a expensive"	"correct"	"correct"
"8351"	"Frag: Zimmer für 1 Woche"	"8351.wav"	"i want a room for one week"	"i want*z a room for one week*z"	"correct"	"correct"
"8352"	"Frag: Doppelzimmer"	"8352.wav"	"i would like a double room"	"i would*z like a double room"	"correct"	"correct"
"8353"	"Sag: Ich möchte mit Postkarte bezahlen"	"8353.wav"	"i would like to pay by post card"	"i would*z like to pay by post card"	"correct"	"correct"
"8354"	"Frag: Gibt es ein Hotelrestaurant?"	"8354.wav"	"is there a hotel restaurant"	"is there a hotel restaurant"	"correct"	"correct"
"8355"	"Frag: Wo ist das Hotelrestaurant?"	"8355.wav"	"where is the hotel restaurant"	"there is there hotel restaurant"	"incorrect"	"incorrect"
"8356"	"Frag: Wo ist das Hotelrestaurant?"	"8356.wav"	"where is the hotel restaurant"	"where*z is the hotel restaurant"	"correct"	"correct"
"8357"	"Frag: 3 Musical-Tickets"	"8357.wav"	"i would like to buy three musical tickets"	"i would*z like to buy*z three musical tickets"	"correct"	"correct"
"8358"	"Frag: 3 Tickets für morgen Abend"	"8358.wav"	"i want three tickets for tomorrow night"	"i want*z three tickets for tomorrow night*z"	"correct"	"correct"
"8359"	"Frag: 3 Tickets für Wicked"	"8359.wav"	"i want three tickets for the wight"	"i want*z three tickets for the wicked*z"	"incorrect"	"incorrect"
"8361"	"Frag: 3 Tickets für Wicked"	"8361.wav"	"i want three tickets for wicked"	"i want three tickets for wicked*z"	"correct"	"correct"
"8362"	"Sag: Ich möchte in der ersten Reihe sitzen"	"8362.wav"	"i want to sit in the first row"	"i want*z to sit*z in the first row*z"	"correct"	"correct"
"8363"	"Frag: Tickets für das Naturhistorische Museum"	"8363.wav"	"i would like tickets for the national history museum"	"i would*z like tickets for the national*z historisch*v museum"	"incorrect"	"correct"
"8364"	"Frag: 2 Tickets"	"8364.wav"	"can i have two tickets"	"can i have two tickets"	"correct"	"correct"
"8365"	"Frag: 2 Tickets"	"8365.wav"	"can i have two tickets"	"can i have two tickets"	"correct"	"correct"
"8366"	"Frag: einen Tee"	"8366.wav"	"i would like a"	"i would like a tee*v"	"incorrect"	"incorrect"
"8367"	"Frag: ein Steak"	"8367.wav"	"i want the steak"	"i want*z the steak"	"correct"	"correct"
"8368"	"Frag: mein Steak durchgebraten"	"8368.wav"	"i would like my steak well done"	"i would like my st*a steak well down"	"correct"	"correct"
"8369"	"Frag: Erbsen"	"8369.wav"	"i would like some peas"	"i would*z like some peas"	"correct"	"correct"
"8370"	"Frag: Ich möchte die Dessertkarte"	"8370.wav"	"the dessert menu please"	"the desert menu please"	"correct"	"correct"
"8374"	"Frag: Zimmer für 5 Nächte"	"8374.wav"	"i want to stay for five nights"	"i want to stay for five nights"	"correct"	"correct"
"8375"	"Frag: Doppelzimmer"	"8375.wav"	"double room"	"double room"	"correct"	"correct"
"8376"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8376.wav"	"can i pay with the fucking credit cards lisbon"	"can pay with the fucking credit card du*v scheiss*v hueresohn*v"	"incorrect"	"incorrect"
"8377"	"Frag: Gibt es ein Hotelrestaurant?"	"8377.wav"	"is there a hotel restaurant"	"is there a hotel restaurant*z"	"incorrect"	"correct"
"8378"	"Frag: Wo ist das Hotelrestaurant?"	"8378.wav"	"where is the hotel restaurant"	"where is the hotel restaurant*z"	"correct"	"correct"
"8380"	"Frag: Zimmer für 1 Woche"	"8380.wav"	"i want to i want a room for two weeks"	"i want to euh i want a room for two weeks"	"incorrect"	"incorrect"
"8381"	"Sag: Ich möchte mit Dollars bezahlen"	"8381.wav"	"i would like to pay with dollars"	"i would like to pay with dollars"	"correct"	"correct"
"8382"	"Frag: Gibt es einen Lift?"	"8382.wav"	"do you have a lift"	"do you have a lift"	"correct"	"correct"
"8383"	"Frag: Gibt es einen Lift?"	"8383.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"8384"	"Frag: Gibt es einen Lift?"	"8384.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"8385"	"Frag: Gibt es ein Fitnessstudio?"	"8385.wav"	"is there a gym"	"is there a gym*z"	"correct"	"correct"
"8386"	"Frag: Wo ist das Fitnessstudio?"	"8386.wav"	"where is the gym"	"where is the gym*z"	"correct"	"correct"
"8387"	"Frag: Gibt es einen Coiffeur?"	"8387.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"8388"	"Frag: Wo ist der Coiffeur?"	"8388.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"8389"	"Frag: Zimmer für 3 Nächte"	"8389.wav"	"can i have a room for three nights"	"can i have a room for three nights"	"correct"	"correct"
"8390"	"Frag: Gibt es einen Coiffeur?"	"8390.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"8391"	"Frag: Wo ist der Coiffeur?"	"8391.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"8395"	"Sag: Ich möchte mit Visa bezahlen"	"8395.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"
"8396"	"Sag: Ich möchte mit Visa bezahlen"	"8396.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"
"8397"	"Sag: Ich möchte mit Visa bezahlen"	"8397.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"
"8398"	"Frag: Einzelzimmer"	"8398.wav"	"i would like a single room please"	"i would like a single room please"	"correct"	"correct"
"8399"	"Frag: Einzelzimmer"	"8399.wav"	"i would like a single room please"	"i would like a single room please"	"correct"	"correct"
"8400"	"Frag: Wo ist das Schwimmbad?"	"8400.wav"	"where is the swimming pool"	"where is the swimming pool"	"correct"	"correct"
"8401"	"Frag: Gibt es einen Lift?"	"8401.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"8402"	"Frag: Gibt es einen Lift?"	"8402.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"8403"	"Frag: Wo ist der Lift?"	"8403.wav"	"where is the lift"	"where is the lift"	"correct"	"correct"
"8404"	"Frag: Wo ist der Lift?"	"8404.wav"	"where is the lift"	"where is the lift"	"correct"	"correct"
"8405"	"Frag: Wo ist der Lift?"	"8405.wav"	"where is the lift"	"where is the  lift"	"correct"	"correct"
"8406"	"Frag: ein Steak"	"8406.wav"	"i would like the steak"	"i would like the steak*z"	"correct"	"correct"
"8407"	"Frag: mein Steak durchgebraten"	"8407.wav"	"i would like my steak medium"	"i would like my steak*z medium"	"incorrect"	"incorrect"
"8408"	"Frag: mein Steak durchgebraten"	"8408.wav"	"i would like my steak well done"	"i would like my steak well done"	"correct"	"correct"
"8409"	"Frag: einen Baked Potato"	"8409.wav"	"i would like a baked tomato"	"i would liked a baked tomato"	"incorrect"	"incorrect"
"8410"	"Frag: Ich möchte die Dessertkarte"	"8410.wav"	"can i see the dessert menu"	"can i see the dessert menu"	"correct"	"correct"
"8411"	"Frag: Himbeersorbet"	"8411.wav"	"i would like the raspberry sorbet"	"i would like the raspberry sorbet"	"correct"	"correct"
"8413"	"Sag: Ich möchte mit Visa bezahlen"	"8413.wav"	"can i pay with visa"	"can i pay with visa*z"	"correct"	"correct"
"8414"	"Sag: Ich möchte mit Visa bezahlen"	"8414.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"
"8415"	"Sag: Ich möchte mit Visa bezahlen"	"8415.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"
"8416"	"Frag: die Tagessuppe"	"8416.wav"	"i would like row potato"	"i would like ba*a the day soup"	"incorrect"	"incorrect"
"8417"	"Frag: die Tagessuppe"	"8417.wav"	"i would like the day soup"	"i would like the day soup"	"incorrect"	"incorrect"
"8418"	"Frag: die Tagessuppe"	"8418.wav"	"i would like the soup of the day"	"i would like the soup of the day"	"correct"	"correct"
"8419"	"Frag: Ich möchte die Dessertkarte"	"8419.wav"	"can i see the dessert menu"	"can i see the dessert menu"	"correct"	"correct"
"8420"	"Frag: Trifle"	"8420.wav"	"i would like the trifle"	"i would like the trifle*z"	"correct"	"correct"
"8421"	"Frag: Trifle"	"8421.wav"	"i would like the trifle"	"i would like the trifle"	"correct"	"correct"
"8422"	"Frag: Ich möchte die Rechnung"	"8422.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"8424"	"Frag: Bohnen"	"8424.wav"	"i would like beans"	"i would like beans"	"correct"	"correct"
"8425"	"Frag: Ich möchte die Dessertkarte"	"8425.wav"	"can i see the dessert menu"	"can i see the dessert menu"	"correct"	"correct"
"8430"	"Sag: Ich möchte mit Dollars bezahlen"	"8430.wav"	"ok i want to pay with dollars"	"ok i want to pay with dollars"	"correct"	"correct"
"8431"	"Sag: Ich möchte mit Dollars bezahlen"	"8431.wav"	"can i pay with dollars"	"can i pay with dollars"	"correct"	"correct"
"8432"	"Frag: Gibt es einen Lebensmittelladen?"	"8432.wav"	"is there a supermarket"	"is there a supermarket"	"correct"	"correct"
"8433"	"Frag: Gibt es einen Lebensmittelladen?"	"8433.wav"	"have you got a supermarket"	"have you got a supermarket"	"correct"	"correct"
"8434"	"Frag: Gibt es einen Lebensmittelladen?"	"8434.wav"	"is there a grocery store"	"is there a grocery*z store"	"correct"	"correct"
"8435"	"Frag: ein Ticket nach London"	"8435.wav"	"can i have a ticket to london"	"can i have a ticket to london"	"correct"	"correct"
"8436"	"Frag: Zimmer für 5 Nächte"	"8436.wav"	"a room for five nights"	"a room for five nights"	"correct"	"correct"
"8437"	"Frag: Einzelzimmer"	"8437.wav"	"a room for five"	"a room for five"	"incorrect"	"incorrect"
"8439"	"Frag: Einzelzimmer"	"8439.wav"	"a single room"	"a single room"	"correct"	"correct"
"8440"	"Frag: Gibt es eine Hotelbar?"	"8440.wav"	"is there a hotel bar"	"is there a hotel bar"	"correct"	"correct"
"8441"	"Frag: Wo ist die Hotelbar?"	"8441.wav"	"where is the hotel bar"	"where is the hotel bar"	"correct"	"correct"
"8442"	"Sag: Ich möchte um 18 Uhr morgen abreisen"	"8442.wav"	"i would like to leave tomorrow at eight o'clock"	"i would like to leave tomorrow at eight o'clock"	"incorrect"	"incorrect"
"8444"	"Sag: Ich möchte um 18 Uhr morgen abreisen"	"8444.wav"	"i would like leave tomorrow at eighteen o'clock"	"i would like leave tomorrow at eighteen o'clock"	"incorrect"	"correct"
"8445"	"Sag: Ich bin aus der Schweiz"	"8445.wav"	"i'm swiss"	"i'm swiss"	"correct"	"correct"
"8446"	"Sag: Ich bin aus Italien"	"8446.wav"	"from italy"	"from ital*a"	"incorrect"	"incorrect"
"8447"	"Sag: Ich bin aus Italien"	"8447.wav"	"i'm italian"	"i'm italian"	"correct"	"correct"
"8448"	"Sag: Ich habe 4 Schwestern"	"8448.wav"	"i have four sisters"	"i have four sisters"	"correct"	"correct"
"8449"	"Sag: Ich habe 4 Schwestern"	"8449.wav"	"i have four sisters"	"i have four sisters"	"correct"	"correct"
"8451"	"Sag: Ich gehe in die Ferien"	"8451.wav"	"i'm going to holiday"	"i'm going to holi*a"	"incorrect"	"incorrect"
"8452"	"Sag: Ich gehe in die Ferien"	"8452.wav"	"i'm going here for holiday"	"i'm going here for a holiday"	"incorrect"	"correct"
"8455"	"Sag: Dies ist mein Pass"	"8455.wav"	"yes this is my passport"	"yes this is my passport"	"correct"	"correct"
"8456"	"Sag: Dies ist mein Pass"	"8456.wav"	"this is my passport"	"this is my passport"	"correct"	"correct"
"8457"	"Sag: Ich heisse Erica"	"8457.wav"	"my name is erica"	"my name is erica"	"correct"	"correct"
"8458"	"Sag: Ich bin aus Portugal"	"8458.wav"	"i'm from portugal"	"i'm from portugal"	"correct"	"correct"
"8462"	"Sag: Die Hauptstadt von Österreich ist Wien"	"8462.wav"	"the capital of austria isn't"	"the capital of austria*z is wien*v"	"incorrect"	"correct"
"8463"	"Sag: Ich habe 4 jüngere Brüder"	"8463.wav"	"i have four younger brothers"	"i have four younger brothers"	"correct"	"correct"
"8464"	"Sag: Ich gehe in die Ferien"	"8464.wav"	"i'm come here for holiday"	"i'm come here for holiday"	"incorrect"	"correct"
"8465"	"Sag: Ich gehe in die Ferien"	"8465.wav"	"i go on holiday"	"i go on holiday"	"incorrect"	"correct"
"8466"	"Sag: Ich gehe in die Ferien"	"8466.wav"	"i'm going to holiday"	"i'm going to holiday"	"incorrect"	"correct"
"8467"	"Sag: Dies ist mein Pass"	"8467.wav"	"yes this that's my passport"	"yes this that's my passport"	"correct"	"correct"
"8468"	"Sag: Dies ist mein Pass"	"8468.wav"	"this is my passport"	"this is my passport"	"correct"	"correct"
"8469"	"Sag: Dies ist mein Pass"	"8469.wav"	"that's my passport"	"that's my passport"	"correct"	"correct"
"8470"	"Frag: ein Ticket nach Westminster"	"8470.wav"	"can i have a ticket to westminster"	"can we have please a ticket to westminster*z"	"correct"	"correct"
"8472"	"Sag: Ich möchte mit Mastercard bezahlen"	"8472.wav"	"i would like to pay with mastercard"	"i would like to pay with mastercard"	"correct"	"correct"
"8473"	"Frag: 2 Tickets für Mittwochabend"	"8473.wav"	"two tickets for wednesday night"	"two tickets for wednesday night"	"correct"	"correct"
"8474"	"Frag: 2 Tickets für Mittwochabend"	"8474.wav"	"i want two tickets for wednesday night"	"i want two tickets for wednesday night"	"correct"	"correct"
"8475"	"Frag: 2 Tickets für Wicked"	"8475.wav"	"two tickets for wicked"	"two tickets for wicked"	"correct"	"correct"
"8476"	"Frag: 2 Tickets für Wicked"	"8476.wav"	"i want two tickets for wicked"	"i want two tickets for wicked"	"correct"	"correct"
"8477"	"Sag: Ich möchte in der fünften Reihe sitzen"	"8477.wav"	"i want to sit in the fifth row"	"i want to sit in the fifth row"	"correct"	"correct"
"8478"	"Frag: Tickets für die National Gallery"	"8478.wav"	"tickets for the national gallery please"	"tickets for the national gallery please"	"correct"	"correct"
"8480"	"Frag: 1 Ticket"	"8480.wav"	"i need one ticket"	"i need one ticket"	"correct"	"correct"
"8481"	"Frag: ein Steak"	"8481.wav"	"i want the steak"	"i want the steak"	"correct"	"correct"
"8482"	"Frag: mein Steak medium"	"8482.wav"	"i would like my steak medium"	"i would like my steak medium"	"correct"	"correct"
"8483"	"Frag: mein Steak medium"	"8483.wav"	"steak medium"	"steak medium"	"incorrect"	"correct"
"8484"	"Frag: mein Steak medium"	"8484.wav"	"i want it medium"	"i want it medium"	"correct"	"correct"
"8485"	"Frag: eine Goulasch-Suppe"	"8485.wav"	"can i have a goulash soup"	"can i have a goulash soup"	"correct"	"correct"
"8486"	"Frag: eine Goulasch-Suppe"	"8486.wav"	"i want a goulash soup"	"i want a goulash soup"	"correct"	"correct"
"8487"	"Frag: Ich möchte die Dessertkarte"	"8487.wav"	"the dessert menu"	"the dessert menu"	"correct"	"correct"
"8488"	"Frag: Ich möchte die Dessertkarte"	"8488.wav"	"could i see the dessert menu"	"could i see the dessert menu"	"correct"	"correct"
"8493"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8493.wav"	"i would like to pay with my credit card"	"i would like to pay with my credit card"	"correct"	"correct"
"8494"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8494.wav"	"i would like to pay with the credit card"	"i would like to pay with a credit card"	"correct"	"correct"
"8496"	"Frag: Stiefel"	"8496.wav"	"can i have boot"	"can i have boots"	"incorrect"	"correct"
"8498"	"Frag: blaue Stiefel"	"8498.wav"	"blue boots please"	"blue boots please"	"correct"	"correct"
"8499"	"Frag: blaue Stiefel"	"8499.wav"	"blue boots"	"blue boots"	"correct"	"correct"
"8500"	"Frag: Grösse 39"	"8500.wav"	"thirty nine"	"thirty nine"	"correct"	"correct"
"8501"	"Frag: Grösse 39"	"8501.wav"	"thirty nine"	"thirty nine"	"correct"	"correct"
"8503"	"Sag: Ich möchte mit Dollars bezahlen"	"8503.wav"	"can i pay with dollars"	"can i pay with dollars"	"correct"	"correct"
"8504"	"Frag: Gibt es einen Lift?"	"8504.wav"	"do you have a lift"	"do you have a lift"	"correct"	"correct"
"8505"	"Frag: Wo ist der Lift?"	"8505.wav"	"where is the lift"	"where is the lift"	"correct"	"correct"
"8506"	"Sag: Ich möchte um 16 Uhr morgen abreisen"	"8506.wav"	"i would leave at four o'clock p m"	"i would leave at ah four o'clock p m"	"incorrect"	"correct"
"8507"	"Sag: Ich möchte um 16 Uhr morgen abreisen"	"8507.wav"	"i would like to leave tomorrow at four o'clock p m"	"i would like to leave tomorrow at four o'clock p m"	"correct"	"correct"
"8508"	"Sag: Ich heisse Barbara"	"8508.wav"	"my name is barbara"	"my name is barbara"	"correct"	"correct"
"8509"	"Sag: Ich bin aus Schottland"	"8509.wav"	"i am from scotland"	"i am from scotland"	"correct"	"correct"
"8510"	"Frag: Zimmer für 5 Nächte"	"8510.wav"	"a room for five nights"	"a room for five nights"	"correct"	"correct"
"8511"	"Frag: Junior Suite"	"8511.wav"	"a junior suite"	"a junior*z suite"	"correct"	"correct"
"8512"	"Frag: Gibt es einen Coiffeur?"	"8512.wav"	"is there a hamburger"	"is there coiffeur*v ggg"	"incorrect"	"incorrect"
"8513"	"Frag: Gibt es einen Coiffeur?"	"8513.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"8514"	"Frag: Wo ist der Coiffeur?"	"8514.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"8515"	"Frag: Zimmer für 2 Nächte"	"8515.wav"	"a room for two nights"	"a room for two nights"	"correct"	"correct"
"8516"	"Frag: Doppelzimmer"	"8516.wav"	"a double room"	"a double room"	"correct"	"correct"
"8517"	"Frag: Doppelzimmer"	"8517.wav"	"i would like a double room"	"i would like a double room"	"correct"	"correct"
"8518"	"Frag: Gibt es eine Hotelbar?"	"8518.wav"	"is there a hotel bar"	"is there a hotel bar"	"correct"	"correct"
"8519"	"Frag: Wo ist die Hotelbar?"	"8519.wav"	"where is the hotel bar"	"where is the hotel bar"	"correct"	"correct"
"8520"	"Frag: Twinzimmer"	"8520.wav"	"i would like twin room"	"i would like twin room"	"incorrect"	"correct"
"8521"	"Frag: Twinzimmer"	"8521.wav"	"a twin room please"	"a twin room please"	"correct"	"correct"
"8522"	"Frag: Gibt es einen Coiffeur?"	"8522.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"8523"	"Frag: Wo ist der Coiffeur?"	"8523.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"8524"	"Frag: Einzelzimmer"	"8524.wav"	"can i have a room for one person"	"can i have a room for one person"	"correct"	"correct"
"8525"	"Frag: Einzelzimmer"	"8525.wav"	"i would like single room"	"i would like single room"	"incorrect"	"correct"
"8527"	"Frag: Gibt es ein Schwimmbad?"	"8527.wav"	"swimming pool"	"swimming pool"	"incorrect"	"incorrect"
"8528"	"Frag: Gibt es ein Schwimmbad?"	"8528.wav"	"is there a swimming"	"is there a swimming"	"incorrect"	"incorrect"
"8529"	"Frag: Wo ist das Schwimmbad?"	"8529.wav"	"where is the swimming pool"	"where is the swimming pool"	"correct"	"correct"
"8530"	"Frag: Einzelzimmer"	"8530.wav"	"i would like single room"	"i would like single room"	"incorrect"	"correct"
"8531"	"Frag: Einzelzimmer"	"8531.wav"	"i would like a single room please"	"i would like a single room please"	"correct"	"correct"
"8532"	"Frag: Gibt es einen Lebensmittelladen?"	"8532.wav"	"is there a supermarket"	"is there a supermarket"	"correct"	"correct"
"8533"	"Frag: Gibt es einen Lebensmittelladen?"	"8533.wav"	"is there a supermarket"	"is there a supermarket"	"correct"	"correct"
"8535"	"Frag: Einzelzimmer"	"8535.wav"	"a single room please"	"a single room please"	"correct"	"correct"
